SHA,VMS\HyRTS,HyRTS\VMS,VMS\CLASSES,CLASSES\VMS,VMS\METHODS,METHODS\VMS,VMS\MOP,MOP\VMS,VMS\FINE,FINE\VMS
3d5338b8680e57904440d860200d31f6a7579541,12,0,12,0,12,0,0,0,12,0
2fffa3091f578379e87509ef32ff637e0f518897,0,0,0,0,0,0,0,12,0,0
43370ad7a73a3b18872bb54de624e0202b6bcf1f,0,0,0,0,0,0,0,12,0,0
869173dc53dffc6d7de53a317f9bc842ed1f6f9f,0,0,0,0,0,0,0,12,0,0
e2ebcf830d9622149689e73ba0da250e78edd136,0,0,0,0,0,0,0,12,0,0
3aa3e0a4c256249334a815e48d3d1ebf0efd0324,0,0,0,0,0,0,0,12,0,0
e85d61d62521644dbbf1cada0566af35f8c49607,0,0,0,0,0,0,0,12,0,0
8ad9ece9f00cc4c1bfc86109b3dd5e0ee0cae90a,0,0,0,0,0,0,0,12,0,0
7f2e97908ca753dc87d0d78342aab9a6dd152cc0,0,0,0,0,0,0,0,12,0,0
e8b90de90c99106d76a8394d02317cf0a2e4c81d,0,0,0,0,0,0,0,12,0,0
a2e04d538060d598565c1c781b7c1e14751afd17,0,0,0,0,0,0,0,12,0,0
482e8a4e8aa90acb951aa49e86e4f89ccb6039a1,0,0,0,0,0,0,0,12,0,0
c1f62baf6fa13014982e8098fc3a22ffb592892d,0,0,0,0,0,0,0,12,0,0
32dbd8cadd41bf46dc0f8a02bf2b9b83fe0c898c,0,0,0,0,0,0,0,12,0,0
f7e94f3b3a16d3f515c5e8f52f1c4552e2205701,0,0,0,0,0,0,0,12,0,0
c3432ac486ed955dbfcf6d277fd15c4af8b738d0,1,0,1,0,1,0,0,12,1,0
62163ccf9a569a99aa3ad9f9151a32567447a62e,0,0,0,0,0,0,0,13,0,0
4c6e17d2354cb680b2dd773b969421e1a95fbf36,0,0,0,0,0,0,0,13,0,0
a64b16658cadfee7a83f7809108e84eb06ad76c4,0,0,0,0,0,0,0,0,0,0
89f6e7522da0bde5b982eacb2bed67df2e348928,0,0,0,0,0,0,0,0,0,0
