SHA,|MOP|,|VMS|,|VMS\MOP|,|VMS\CLASSES_ps1c|,|CLASSES_ps1c\VMS|,|VMS\FINE_ps1c|,|FINE_ps1c\VMS|,|VMS\HyRTS_ps1c|,|HyRTS_ps1c\VMS|,|VMS\HyRTS-S_ps1c|,|HyRTS-S_ps1c\VMS|,|VMS\METHODS_ps1c|,|METHODS_ps1c\VMS|,|VMS\METHODS-F_ps1c|,|METHODS-F_ps1c\VMS|,|VMS\METHODS-FA_ps1c|,|METHODS-FA_ps1c\VMS|,|VMS\METHODS-S_ps1c|,|METHODS-S_ps1c\VMS|
181e276c75b4f462f61b6da22d27b00f9cc33f07,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161f2f7f90a8784f4b0b11e4e139b93af10fdb0a,3,0,0,0,3,0,3,0,3,0,0,0,3,0,0,0,0,0,0
c8604865909de5e56c16ecb7bbecd379321056fb,3,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
44ee9f4f1f3d49780f88ef74ec7aa501e3eb2d89,3,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
40f8adc677d2155262cbad6e1771833c2ad33e4f,3,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1a881c5da7e341ba0530640499800b20ddd8067a,3,0,0,0,3,0,3,0,3,0,0,0,3,0,0,0,0,0,0
1429119c504bb39eb00254d80008e7df5e388319,3,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
sum,21,3,0,0,12,0,9,0,10,0,0,0,9,0,0,0,0,0,0
arith_mean,3.00,3.00,0,0,2.00,0,1.80,0,1.67,0,0,0,1.80,0,0,0,0,0,0
geo_mean,3.00,3.00,0,0,1.73,0,1.55,0,1.44,0,0,0,1.55,0,0,0,0,0,0
