SHA,|MOP|,|VMS|,|VMS\MOP|,|VMS\CLASSES_ps3cl|,|CLASSES_ps3cl\VMS|,|VMS\FINE_ps3cl|,|FINE_ps3cl\VMS|,|VMS\HyRTS_ps3cl|,|HyRTS_ps3cl\VMS|,|VMS\HyRTS-S_ps3cl|,|HyRTS-S_ps3cl\VMS|,|VMS\METHODS_ps3cl|,|METHODS_ps3cl\VMS|,|VMS\METHODS-F_ps3cl|,|METHODS-F_ps3cl\VMS|,|VMS\METHODS-FA_ps3cl|,|METHODS-FA_ps3cl\VMS|,|VMS\METHODS-S_ps3cl|,|METHODS-S_ps3cl\VMS|
1dd870054b9a73a0e87d77b826979a023238a7c7,29,29,1,1,0,1,1,2,1,1,1,1,1,2,2,2,1,1,0
95b2eb2686d6bc0886f9f20454b4b702128c8342,28,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
d5aaa7cc8bc307512bd66efad25f58d389e2772b,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b380cc3fc099c376c54ed454c25cc4763464f5be,28,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
12e7c5cbcbc76a65dd2a5ceb6a8fa4496cb21e0f,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08d937a1ae7c23f2354d3003d8d169311d543cff,28,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
6cdd4b5e7252a5d55a2d20e8a084442fa1878afd,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1bccdc924c911eb59f651610c3f04fe54df90fab,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ebb21f7a75e7b185a68e41a657b98a25706d2ef4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9e07f423b5dd09dafa2674fa1a4ade0972d71443,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e5a5c99331cb8f011f1a8c3ec7e2e129bb2f4e38,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7c8c18bbb85ae2f6e93e5b041de4f8c861698c98,28,1,0,0,27,0,27,0,29,0,27,0,28,0,27,0,28,0,28
25881f3d44190df048dacfd8f9bf848dd22aeaa9,29,0,0,0,28,0,28,0,29,0,28,0,28,0,28,0,28,0,28
aa95ba9102dbfb5b7e0d6bbbb1425a7ba06c6f6d,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c324ab452e83a4ddd9694344700834f11c77f99e,28,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
6ac8292c7a8e4a4746940d96f73d63e79ff36a5e,28,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
556e87e1b434ac4e3b06b82d0b6c88301ee6c779,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9b2768ccaf4ef95abc4baf78979a796dc9e40eaa,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44dab47ae2970887199351667189948a8932c27e,28,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
0715246cf8aad745e396413c1a2dac9c3308c66e,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sum,569,36,3,7,55,7,56,8,59,7,56,7,57,8,57,8,57,7,56
arith_mean,28.45,4.50,1.00,1.00,27.50,1.00,18.67,1.14,19.67,1.00,18.67,1.00,19.00,1.14,19.00,1.14,19.00,1.00,28.00
geo_mean,28.45,1.52,1.00,1.00,27.50,1.00,9.11,1.10,9.44,1.00,9.11,1.00,9.22,1.10,11.48,1.10,9.22,1.00,28.00
